Source path,Class name,Checksum,Description,Responsibility,Pattern 1,Pattern 2,Pattern 3,Inference time (ms),Input tokens,Output tokens
exist-core/src/main/java/org/exist/xquery/functions/fn/FnFormatNumbers.java,org.exist.xquery.functions.fn.FnFormatNumbers$AnalyzeState,c0ba24a4b05a554741273a9f320c27ecfb4171bb15de5e9795430de06eec8e9b,"This enum defines the different states for analyzing a number, specifically distinguishing between the mantissa, integer, fractional, and exponent parts of a number's representation.",Number analysis states,,,,474,399,64
exist-core/src/main/java/org/exist/xquery/functions/fn/FnFormatNumbers.java,org.exist.xquery.functions.fn.FnFormatNumbers$SubPicture,174a50a6fbb84d6e9327541bb159e79331ecab4dcf5a3f133c8067e899f0db74,"This class represents and manages the configuration and state for a sub-picture, which is a component used in analyzing and formatting number strings according to specific rules, including grouping, scaling, and special characters like percentage and per mille signs.",Number formatting,Data Holder,Builder,Value Object,672,1673,133
exist-core/src/main/java/org/exist/xquery/functions/fn/FnFormatNumbers.java,org.exist.xquery.functions.fn.FnFormatNumbers,4f7100ac3e7bac24ebe0e544ef82a5c6faed495d7addb6af503b25f2af9407c5,"Formats a numeric value into a string using a specified picture format and decimal format, handling various numeric types and formatting rules.",Number Formatting,Function Object,Builder,Value Object,714,1885,111
exist-core/src/main/java/org/exist/xquery/functions/fn/FunCurrentDateTime.java,org.exist.xquery.functions.fn.FunCurrentDateTime,e09aba2ed5ef89c72fc565adbe8339d22ab68ac03ad79f1ae3dfd74744d78c64,"Provides functions to retrieve the current date, time, or a combination of both, with timezone information, reflecting the time of query execution.",Current Time,Abstract Factory,Strategy,Template Method,836,894,114
exist-core/src/main/java/org/exist/xquery/functions/fn/FnTransform.java,org.exist.xquery.functions.fn.FnTransform,fc82c7d58eacbffbcac31851186f9f0dc5a1ac7e50f8fe158f37c562f38496a8,"This class provides functionality to execute an XSLT transformation, taking input options and returning the transformation results as a map.",XSLT Transformation,Strategy,Adapter,,604,777,94
exist-core/src/main/java/org/exist/xquery/functions/fn/FunImplicitTimezone.java,org.exist.xquery.functions.fn.FunImplicitTimezone,4f7f6ace8975cdb41301fe41cc0aa601b27e91847aa75e7f7e51ffee84ea7f28,"This class retrieves and returns the implicit timezone from the dynamic context, represented as a DayTimeDuration.",Timezone retrieval,,,,707,575,52
exist-core/src/main/java/org/exist/xquery/functions/fn/FunSerialize.java,org.exist.xquery.functions.fn.FunSerialize,ff4ab1d4f25e52dbc27c7a489a7cd10598c786306852e20d5c0511b59a83b401,"This class provides functionality to serialize sequences of items into string representations, conforming to XSLT and XQuery Serialization specifications. It handles different serialization parameters and normalizes sequences before serialization.",Serialization,Factory,Strategy,,852,1216,103
exist-core/src/main/java/org/exist/xquery/functions/fn/FunIndexOf.java,org.exist.xquery.functions.fn.FunIndexOf,0125c0667a232e8b76e81686d3f950022499ef2d5bc590aa488f23deb0bbf040,"This class implements the index-of function, which finds the positions of items in a sequence that are equal to a given search item, optionally using a specified collation for comparisons.",Sequence Indexing,Function Object,Strategy,,693,1197,105
exist-core/src/main/java/org/exist/xquery/functions/fn/FunString.java,org.exist.xquery.functions.fn.FunString,5c35e22dfab95bd9ea1a76636fc037867a6768ad7023b588fba2a1b520085a93,"This class implements the XPath 'string' function, which converts a given item or the context item to its string representation.",String Conversion,Function Object,Strategy,,720,759,93
exist-core/src/main/java/org/exist/xquery/functions/fn/FunData.java,org.exist.xquery.functions.fn.FunData,f18fd4bec42502a3010754da70f73435a577d41a1e18c04dfab4762bf8b3f6f5,"This class provides functionality to atomize items within an XQuery context, transforming nodes into their typed atomic values.",Data Atomization,Function Object,Strategy,,557,795,92
exist-core/src/main/java/org/exist/xquery/functions/fn/FnFormatDates.java,org.exist.xquery.functions.fn.FnFormatDates,62ca4555aac2dba0cd11d214140717e3a164996b4271db41032474c5b5f55229,"This class provides functionality to format date and time values into strings based on specified picture formats, with support for language and calendar customization.",Date formatting,Strategy,Template Method,Factory Method,636,1820,113
exist-core/src/main/java/org/exist/xquery/functions/fn/ParsingFunctions.java,org.exist.xquery.functions.fn.ParsingFunctions$FragmentSAXAdapter,e1275c325bf2823e9008d5aad47f78c075a252da67b7c553a833c21fcd2f5336,This class adapts the SAX parsing process to handle XML fragments by selectively skipping a fragment wrapper element and ensuring declarations adhere to specific constraints.,Fragment parsing,Adapter,State,,830,696,95
exist-core/src/main/java/org/exist/xquery/functions/fn/ParsingFunctions.java,org.exist.xquery.functions.fn.ParsingFunctions,f9bd9551bc2fca1d25a894a7e61dda18d8e2c79134158c24927adb4940497af7,"This class provides functionality to parse XML strings, either as complete documents or as fragments, and convert them into an XML document node.",XML Parsing,Facade,Adapter,,983,1041,94
exist-core/src/main/java/org/exist/xquery/functions/fn/FunStartsWith.java,org.exist.xquery.functions.fn.FunStartsWith,492410aca5bcbbd13fe23a9653db64b2311d69675b7bee9d7fdb7aaeca58c3f3,"This class implements a function that determines if a source string begins with a specified prefix, taking into account specific collation rules for comparison. It returns a boolean value indicating whether the prefix match is successful.",String prefix check,Strategy,Function Object,,521,1078,109
exist-core/src/main/java/org/exist/xquery/functions/fn/FunRoundHalfToEven.java,org.exist.xquery.functions.fn.FunRoundHalfToEven,601a0fe98b26dac3c30d153135dd1cc949648f701e58a8e85199d8931429c4bd,"This class implements the `round-half-to-even` function, which rounds a numeric value to a specified precision, using a specific rounding rule where values exactly halfway between two possible rounded values are rounded to the nearest even digit.",Numeric Rounding,Strategy,Template Method,,587,1314,117
exist-core/src/main/java/org/exist/xquery/functions/fn/FunCount.java,org.exist.xquery.functions.fn.FunCount,7df76e5bde02e1d56331c43a4b2d905c33625485f1b2dd98a559d8ab7afa4ec0,This class implements a function that counts the number of items in a given sequence and returns that count as an integer.,Count items,Function Object,Strategy,,419,649,92
exist-core/src/main/java/org/exist/xquery/functions/fn/FunName.java,org.exist.xquery.functions.fn.FunName,d144c696f158749b3c1e5677eb71a1fbf8788aa1392f0dbfa73f37f67270a8cd,"This class provides functionality to retrieve the name of a node in an XPath data model, returning it as a string. It handles cases with and without an explicit node argument, defaulting to the context item if none is provided.",Node Naming,Strategy,Template Method,,772,1117,114
exist-core/src/main/java/org/exist/xquery/functions/fn/FunXmlToJson.java,org.exist.xquery.functions.fn.FunXmlToJson,608fd9b37e330349b38db1e58ab80a16bdd8536af3e3d38afe4c390c35046e3b,"This class provides functionality to convert an XML representation of JSON data into a standard JSON string, handling basic string escaping.",XML to JSON conversion,Adapter,Facade,,611,1056,93
exist-core/src/main/java/org/exist/xquery/functions/fn/FunStringJoin.java,org.exist.xquery.functions.fn.FunStringJoin,811dbdc7c011bbaf78818836ea626f94d9db54b87f23f89870e9ac80e16ed8c7,"This class provides functionality to join elements of a sequence into a single string, with an optional separator between elements.",String Joining,Strategy,Template Method,,1045,974,91
exist-core/src/main/java/org/exist/xquery/functions/fn/FunDocumentURI.java,org.exist.xquery.functions.fn.FunDocumentURI,98e822d7a6c00ea00901d75fecb4038497c0b66438d5f41a698bf22488c1b46d,This class provides a function to retrieve the URI of a document from a given node.,Document URI,Function Object,Value Object,,533,704,87
exist-core/src/main/java/org/exist/xquery/functions/fn/FunDateTime.java,org.exist.xquery.functions.fn.FunDateTime,167eea46f4f16ee8863a5da2aadf0f3e6aa87d9d934d35803c821b4e267a600b,"Combines a date and a time to produce a dateTime value, handling timezone intricacies and validating input.",Date/Time Creation,Function Object,Builder,,612,666,91
exist-core/src/main/java/org/exist/xquery/functions/fn/FunQName.java,org.exist.xquery.functions.fn.FunQName,bbf9c1f40b91320f272dfee0086fa34975ee9060171ea45359a053e291cf9fcd,"This class constructs and validates a qualified name (QName) based on a provided namespace URI and a name string, ensuring it conforms to XQuery's QName lexical form and namespace handling rules.",QName construction,Factory,Strategy,,518,873,109
exist-core/src/main/java/org/exist/xquery/functions/fn/FunAdjustTimezone.java,org.exist.xquery.functions.fn.FunAdjustTimezone,82507d95efcc19ba26aca29fd435c9679410038ff4d001a14d44dd3b686a14f5,"This class provides functions to adjust date, time, and date-time values to different timezones, including the system's default timezone or a specified offset, or to remove timezone information.",Timezone Adjustment,Function Object,Strategy,,536,1431,108
exist-core/src/main/java/org/exist/xquery/functions/fn/FunTrace.java,org.exist.xquery.functions.fn.FunTrace,8fe63f9adf72d5d8174ec4f191eecc4af27fa6d9a14f782ba0285bf1935a44ac,"This class logs the execution trace of queries, optionally with a label, and returns the input values unchanged.",Query Logging,Observability Hook,Wrapper,,643,883,91
exist-core/src/main/java/org/exist/xquery/functions/fn/FunPath.java,org.exist.xquery.functions.fn.FunPath,b7fde5166a0811d2972630d808df3508b041bad57fd29769cf2869eb3b68c6d2,This class defines a function that generates an XPath string representing the path to a given node relative to its document root.,Path Generation,Strategy,Template Method,,597,878,92
exist-core/src/main/java/org/exist/xquery/functions/fn/FnModule.java,org.exist.xquery.functions.fn.FnModule,369f58cc4b4dc0dd06436a4da2313ad781088dd8cd53357230c776d45bf8a0db,"This class serves as a registry for XPath functions, mapping function names and signatures to their corresponding implementation classes.",Function Registry,Module,Factory,,567,5769,89
exist-core/src/main/java/org/exist/xquery/functions/fn/FunHigherOrderFun.java,org.exist.xquery.functions.fn.FunHigherOrderFun,6a6e8e2a20afd407ef69b21d0a28208d9f75468045334a3065ddb40aea267192,"This class provides implementations for higher-order functions that operate on sequences and functions, enabling operations like mapping, filtering, and folding.",Function execution,Strategy,Template Method,Higher-Order Function,611,1887,115
exist-core/src/main/java/org/exist/xquery/functions/fn/transform/URIResolution.java,org.exist.xquery.functions.fn.transform.URIResolution$CompileTimeURIResolver,fa9d7e8a6402452642ccd2787c7bc7f653ff4600f5b4012522d2444545d5109f,"This class resolves URI references to source documents during compilation, ensuring that external resources are correctly located and prepared for processing within the XQuery execution context.",URI Resolution,Strategy,Dependency Injection,,556,539,98
exist-core/src/main/java/org/exist/xquery/functions/fn/transform/URIResolution.java,org.exist.xquery.functions.fn.transform.URIResolution,daef4904dea3a2641be4a57e914c3ac63892676d67aa19216aeef34d65d97d57,"This class provides functionality to resolve URIs, handling both relative and absolute paths, and integrating with XMLDB resolution mechanisms when applicable, falling back to standard Java resolution otherwise. It also supports resolving document, stylesheet, or included source locations within an XQuery context.",URI Resolution,Strategy,Template Method,,664,755,121
exist-core/src/main/java/org/exist/xquery/functions/fn/transform/TreeUtils.java,org.exist.xquery.functions.fn.transform.TreeUtils,1da41e9c68603f3923b534f1c26c715794c3406fd2534a9407a21e869a903187,"Provides utility methods for navigating and manipulating tree-like structures, specifically for generating paths, indices, and retrieving nodes based on hierarchical indices, while accounting for differences in how attributes are represented.",Tree Navigation,Utility Class,Helper Methods,,599,676,107
exist-core/src/main/java/org/exist/xquery/functions/fn/transform/Options.java,org.exist.xquery.functions.fn.transform.Options$Option,732daedbf83bca20803dbd2d8ef83ef57cc26e6581e3fc9730900667d11a90bd,"Represents a configuration option with a name, optional default value, and applicability to specific XSLT versions, providing a mechanism to retrieve its value from a map of options.",Configuration Option,Strategy,Template Method,,649,594,104
exist-core/src/main/java/org/exist/xquery/functions/fn/transform/Options.java,org.exist.xquery.functions.fn.transform.Options$SequenceOption,b9c1cb91199d30b7d6ec31470ae78fe39f88c134e2353a884499f6f155ab6a10,"This class represents an option within a sequence, allowing configuration and retrieval of sequence-related settings, potentially with default values and version applicability.",Sequence option,Factory Method,Decorator,Strategy,815,493,113
exist-core/src/main/java/org/exist/xquery/functions/fn/transform/Options.java,org.exist.xquery.functions.fn.transform.Options$ItemOption,636c2588df1ec8c8fdc40bd06b01030c15009a9918074009e9d086cd242d4ee7,Represents an optional configuration setting for an item that can be applied to specific XSLT versions.,Item Option,Strategy,Template Method,,414,472,89
exist-core/src/main/java/org/exist/xquery/functions/fn/transform/Transform.java,org.exist.xquery.functions.fn.transform.Transform$TemplateInvocation,d2f8434e4fe7b16960570f52449adaaa576c4ff4aa2695f89e8512d379d1ef75,"This class orchestrates the invocation of XSLT transformations, handling different types of XSLT calls and managing the results.",Transformation Orchestration,Template Method,Strategy,,572,580,95
exist-core/src/main/java/org/exist/xquery/functions/fn/transform/Transform.java,org.exist.xquery.functions.fn.transform.Transform$ErrorListenerLog4jAdapter,1c7d416bb503934d4733fae83b7d7fd406b00ee0fa5ca25b17b3b41741084868,"This class serves as an adapter to translate `TransformerException` events into log messages using a Log4j logger, thereby integrating XML transformation error handling with the application's logging framework.",Error Logging,Adapter,,,487,534,88
exist-core/src/main/java/org/exist/xquery/functions/fn/transform/Transform.java,org.exist.xquery.functions.fn.transform.Transform$SingleRequestErrorListener,6ba8037f2d04822c93b8f52594e2e4499273922a12fc6a8dad34e325318e8a7f,"This class acts as an error listener specifically for a single request, tracking both general errors and fatal errors encountered during a transformation process, and provides a way to retrieve the most severe error.",Error Aggregation,Observer,State,,691,596,106
exist-core/src/main/java/org/exist/xquery/functions/fn/transform/Transform.java,org.exist.xquery.functions.fn.transform.Transform$PendingException,6b92519355c76422e6a832b23378b583cf7c3ec63a1dd91eee99fa5cd8f39f37,"This class provides a way to signal that an exception has occurred during processing, without requiring a full XPath context.",Exception handling,,,,506,440,53
exist-core/src/main/java/org/exist/xquery/functions/fn/transform/Transform.java,org.exist.xquery.functions.fn.transform.Transform,ad614af30fd241592c0595a2aa7d101036ff67022d60a6e48b09322ab6294fad,"This class orchestrates the transformation of XML content using XSLT versions 1.0, 2.0, and 3.0. It manages stylesheet compilation, parameter setting, transformation execution, and the post-processing and delivery of the output, supporting both cached and uncached XSLT executables, as well as the generation of secondary result documents.",XSLT Transformation,Facade,Proxy,Template Method,707,1767,162
exist-core/src/main/java/org/exist/xquery/functions/fn/transform/Delivery.java,org.exist.xquery.functions.fn.transform.Delivery$Format,8f8bed23b7800e70dfe8a1fc5b1db8323643dc176197bbc0fe0eb7545bacb11c,"This enum defines a set of formats that can be used for representing or processing data, including document, serialized, and raw representations.",Data Formatting,,,,474,381,57
exist-core/src/main/java/org/exist/xquery/functions/fn/transform/Delivery.java,org.exist.xquery.functions.fn.transform.Delivery,527d958b2ca4fdf2f6fd760cd205f451092111a40824335c523bf8280b859df5,"This class handles the delivery of data in various formats. It can serialize data into strings, convert it to an eXist XDM value, or return the original document. The class manages different destination types based on the desired output format.",Data Delivery,Strategy,Adapter,,610,638,116
exist-core/src/main/java/org/exist/xquery/functions/fn/transform/Convert.java,org.exist.xquery.functions.fn.transform.Convert$ToExist,e5f66d2ba25855cec513b07c3d9cdc0bed4f62e5ac89fe8ad464cde35c685da0,"This class provides static methods to convert XDM (XML Data Model) values, items, and nodes into an internal existential representation. It handles the conversion of atomic values and XML nodes, ensuring proper representation and throwing exceptions for failed conversions.",XDM Conversion,Utility Class,Factory,,672,559,117
exist-core/src/main/java/org/exist/xquery/functions/fn/transform/Convert.java,org.exist.xquery.functions.fn.transform.Convert$ToSaxon,81cd6c075221589a0b8f46d9a455dd1176c66cd737f932c4c6f1c49bbd405038,"This class serves as a bridge, converting various internal data types and structures into Saxon's XDM (XPath Data Model) representation, enabling interoperability with the Saxon XSLT/XPath processor.",Data Conversion,Adapter,Facade,,648,813,108
exist-core/src/main/java/org/exist/xquery/functions/fn/transform/Convert.java,org.exist.xquery.functions.fn.transform.Convert,1d7a86d90538b1227340a1e9f21c48abcf400624e106212c85c6944b208f2d09,"This class provides utilities for converting between eXist-db data types and Saxon's XDM (eXist Data Model) types, specifically for use with the XSLT transformer.",Type Conversion,Utility Class,Static Factory,,755,907,109
exist-core/src/main/java/org/exist/xquery/functions/fn/transform/SerializationParameters.java,org.exist.xquery.functions.fn.transform.SerializationParameters$ParameterInfo,bd74356738a1209952cc28a34091589bd080989c8feb7da3fc48b1bb37e43e95,"This class represents metadata for a parameter, including its default value, whether it accepts multiple values, and a list of associated types.",Parameter metadata,Value Object,Data Transfer Object,,569,435,97
exist-core/src/main/java/org/exist/xquery/functions/fn/FunBoolean.java,org.exist.xquery.functions.fn.FunBoolean,01822915a801d871e3e50f7964f72791bbe23a48dec1374477b6ebdb8679284f,This class represents an XPath function that converts a sequence of items into a single boolean value based on their effective boolean value.,Boolean conversion,,,,381,621,55
exist-core/src/main/java/org/exist/xquery/functions/fn/FunGenerateId.java,org.exist.xquery.functions.fn.FunGenerateId,7fd8afb3308b81cd73e43e1210f0afa913089c21973a1cf82533068bba9b41a8,"This function generates a unique string identifier for a node, optionally taking the node from the current context. The identifier is composed of the node's type, document ID, and node ID.",ID Generation,Factory,Strategy,,742,623,106
exist-core/src/main/java/org/exist/xquery/functions/fn/FunSubSequence.java,org.exist.xquery.functions.fn.FunSubSequence,b9ce85a13a4832771e9531fc1be5ff9a7e9c833ebbe58b6398f700337f14d86b,"This class implements the `fn:subsequence` function, which extracts a portion of a sequence based on a starting position and an optional length.",Sequence slicing,Strategy,Template Method,,623,1139,98
exist-core/src/main/java/org/exist/xquery/functions/fn/FunAbs.java,org.exist.xquery.functions.fn.FunAbs,dfc41ced9dd14b7a709a009508ed3ef52b8bb029eade39d33d85eb749368c9dc,This class calculates and returns the absolute value of a given numeric input.,Absolute value,Value Object,Immutable,,534,657,83
exist-core/src/main/java/org/exist/xquery/functions/fn/FunIRIToURI.java,org.exist.xquery.functions.fn.FunIRIToURI,ba35879846a2befac2feca85d19679a94fe54e8a340fbcf8c3167b212648369a,"This class implements a function to convert an Internationalized Resource Identifier (IRI) string into a Uniform Resource Identifier (URI) string, adhering to RFC 3987 and RFC 3986 standards, including handling invalid characters and ensuring uppercase hexadecimal encoding for percent-encodings.",IRI to URI,Function,String Manipulation,Encoding/Escaping,640,1092,148
exist-core/src/main/java/org/exist/xquery/functions/fn/FunFloor.java,org.exist.xquery.functions.fn.FunFloor,abf98e1a38cc67dcda9d3d5d1d3fafc003ada5699caf2cffa04978c8067609fe,"Calculates the floor of a numeric value, returning the largest number not greater than the input. If the input is an empty sequence, it returns an empty sequence.",Numeric Floor,,,,472,637,64
exist-core/src/main/java/org/exist/xquery/functions/fn/FunGetDateComponent.java,org.exist.xquery.functions.fn.FunGetDateComponent,d987f2855eb024f798906464ad2074623284b3fb4d53b8b9d9fd7639ccbce4ec,"This class defines functions for extracting specific components (day, month, year, hour, minute, second, and timezone) from date, time, and date-time values.",Date/Time Extraction,Function Object,Component,,557,2827,106
exist-core/src/main/java/org/exist/xquery/functions/fn/FunReplace.java,org.exist.xquery.functions.fn.FunReplace,4039de16818c78f778979d7f191b9fc999bd3d2025236a3919dc187b8bb8801e,"This function replaces occurrences of a pattern within a string with a specified replacement string, optionally using flags to modify the replacement behavior. It performs validation on the pattern and replacement strings to ensure they are well-formed and compatible with the specified flags. If the input string is empty, it returns an empty string. The function leverages a regular expression engine for pattern matching and replacement.",String Replacement,Strategy,Template Method,,746,1433,143
exist-core/src/main/java/org/exist/xquery/functions/fn/FnRandomNumberGenerator.java,org.exist.xquery.functions.fn.FnRandomNumberGenerator$NextFunction,a237b2fd4d1b82c9c28a00708f95d50082aacbe29e9ba3b03c8839f92e85ba10,This class provides functionality to generate a sequence of random numbers and handles the visiting of expressions during evaluation.,Random generation,Strategy,Visitor,,499,513,88
exist-core/src/main/java/org/exist/xquery/functions/fn/FnRandomNumberGenerator.java,org.exist.xquery.functions.fn.FnRandomNumberGenerator$PermuteFunction,5942e266d70ddb20c51a1bd056b2801984ad40ce613891999ee9738b3955babd,This class defines a user-defined function for randomly shuffling items in a sequence and incorporates a mechanism to ensure the visitor pattern is applied only once.,Random permutation,User Defined Function,Visitor,,508,514,99
exist-core/src/main/java/org/exist/xquery/functions/fn/FnRandomNumberGenerator.java,org.exist.xquery.functions.fn.FnRandomNumberGenerator$XORShiftRandom,ffc6941ae931b04ae8478c12960e0213315ad53ab050e78170bf0b6bd0e1c30f,"This class provides a pseudorandom number generator using the XORShift algorithm, allowing for the generation of random integers and long values, as well as creating copies of its current state.",Random Number Generation,State,Value Object,Copy Method,582,665,124
exist-core/src/main/java/org/exist/xquery/functions/fn/FnRandomNumberGenerator.java,org.exist.xquery.functions.fn.FnRandomNumberGenerator,492a1c2a9e1c9f8639166b36a66e65df7c64f09d50f515629ecba7726de6a0b5,"This function provides a random number generator, capable of producing sequences of random numbers with an optional user-provided seed.",Random generation,Factory,Strategy,,482,1176,91
exist-core/src/main/java/org/exist/xquery/functions/fn/FunSubstringBefore.java,org.exist.xquery.functions.fn.FunSubstringBefore,afd2144d338e14cc3c6fcc1eeab9864aebf86698690046bb8847d3954b2931e2,"This class implements the XPath `substring-before` function, which returns the portion of a string that appears before a specified delimiter. It supports an optional collation argument for custom string comparison.",String Manipulation,Function Implementation,Built-in Function,,647,1050,109
exist-core/src/main/java/org/exist/xquery/functions/fn/FunAnalyzeString.java,org.exist.xquery.functions.fn.FunAnalyzeString,a70ff5a71fb17d8f814599f729e27f8cb9520947594e08c390abc37d2149fad5,"This class implements the XPath and XQuery 3.0 `fn:analyze-string()` function, which analyzes a string using a regular expression and returns an XML structure detailing matches, non-matches, and capturing groups.",String analysis,Strategy,Template Method,,571,1173,114
exist-core/src/main/java/org/exist/xquery/functions/fn/FunStrLength.java,org.exist.xquery.functions.fn.FunStrLength,949353fd6d6ac0f3c00436df38e3ca08eeca15baa1c64795e538d947746dc2da,"This class represents the built-in `fn:string-length` XQuery function, which calculates and returns the number of characters in a given string.",String length,Function,Built-in,,513,914,101
exist-core/src/main/java/org/exist/xquery/functions/fn/JSON.java,org.exist.xquery.functions.fn.JSON,0100e8fae640a9204338e519598ee9eb64d55500f31b6ef0a4df2d4f1d913397,"This class provides functionality for parsing JSON text and resources, converting JSON to XML, and managing JSON parsing options within an XQuery environment.",JSON processing,Facade,Adapter,Utility,683,1698,112
exist-core/src/main/java/org/exist/xquery/functions/fn/CollatingFunction.java,org.exist.xquery.functions.fn.CollatingFunction,4907f9c6f0907901848587ede56479d5e3bbc0c153815bcf5d1170e0b1330a3f,"This abstract class serves as a foundation for functions that require an optional collation argument, providing a mechanism to retrieve a collator based on the context and provided arguments.",Function base,Template Method,Abstract Base Class,,568,596,103
exist-core/src/main/java/org/exist/xquery/functions/fn/FunTrueOrFalse.java,org.exist.xquery.functions.fn.FunTrueOrFalse,3899db9f4a2873922c91226e7b0b91d887c226aff98cd3e753a5c80ee12e247d,This class provides built-in functions for returning boolean literals 'true' and 'false' within an XQuery context.,Boolean Literals,Factory,Strategy,,518,696,93
exist-core/src/main/java/org/exist/xquery/functions/fn/FunCodepointEqual.java,org.exist.xquery.functions.fn.FunCodepointEqual,fc20aac9617eab2411112a9beec269dd685dde0c6ade5c92390302bcf6b95325,Compares two strings for equality based on their Unicode code points.,String Comparison,Function,Strategy,,502,878,81
exist-core/src/main/java/org/exist/xquery/functions/fn/FunLocalName.java,org.exist.xquery.functions.fn.FunLocalName,d21fb8a1cff6c3a2e84e23a1705ffc508669c524963c1c58a9ce5970eea8809e,"This class represents the built-in XPath function `local-name()`, which extracts the local part of a node's name as an xs:string.",Name Extraction,Function Object,Strategy,,726,1012,101
exist-core/src/main/java/org/exist/xquery/functions/fn/FunEncodeForURI.java,org.exist.xquery.functions.fn.FunEncodeForURI,7aad30db5411e2f236bd4bd94607c82dc2f60d580176cb25b6843a30296729ee,Encodes a URI component by escaping reserved characters with their percent-encoded equivalents according to RFC 3986.,URI Encoding,,,,335,626,55
exist-core/src/main/java/org/exist/xquery/functions/fn/FunSubstring.java,org.exist.xquery.functions.fn.FunSubstring,9c1a07dadb3a056e9bee94d4d96c477b8cd1c28b6e672c7262b9bb8d0b213732,"This class provides functionality to extract substrings from a source string, supporting variations in specifying the starting position and the length of the desired substring.",Substring extraction,Function,Strategy,,504,1612,95
exist-core/src/main/java/org/exist/xquery/functions/fn/QNameFunctions.java,org.exist.xquery.functions.fn.QNameFunctions,fcbe3795943d4a323c80618b29305ef2ec5212b8d5bb0049795c80f55dff6f5e,"This class provides functions to extract components (prefix, local name, namespace URI) from a qualified name (QName).",QName extraction,Utility,Facade,,526,953,94
exist-core/src/main/java/org/exist/xquery/functions/fn/FunUnparsedText.java,org.exist.xquery.functions.fn.FunUnparsedText,11e6c9be350c39756064c99aa799cf16fa41cc8494fcdf0397c288d599d4713b,"This class provides functions to read external text resources, either as a single string or as a sequence of lines, and to check for the availability of these resources, with support for specifying character encoding.",External Text Reading,Function Object,Template Method,Strategy,774,1037,127
exist-core/src/main/java/org/exist/xquery/functions/fn/FunExactlyOne.java,org.exist.xquery.functions.fn.FunExactlyOne,ce3f1cf247a3ff6a84e63c21c5ebbf5120a2365caa2e64659a81128d38c05ba5,"This class implements a function that checks if a given sequence contains exactly one item and returns that item if it does, otherwise it raises an error.",Sequence validation,Function Object,Expression,,551,722,98
exist-core/src/main/java/org/exist/xquery/functions/fn/FunParseIetfDate.java,org.exist.xquery.functions.fn.FunParseIetfDate$Parser,b3371d0752178030cd591eae1f5153afd56b27d219873d074e92536b6dc3b71f,"This class is responsible for parsing a string representation of an IETF formatted date and time and converting it into an XMLGregorianCalendar object. It handles various components of the date and time, including day names, month names, years, hours, minutes, seconds, fractional seconds, and timezones, throwing an exception if the input string is not valid.",Date Parsing,Parser,Builder,State Machine,693,1486,157
exist-core/src/main/java/org/exist/xquery/functions/fn/FunParseIetfDate.java,org.exist.xquery.functions.fn.FunParseIetfDate,bb40313dda64e728b4dd96cca2c257a9762d0c66a2dba1fe0408e376279c6681,This class provides functionality to parse a string formatted according to RFC 3339 (IETF date-time) and convert it into an xs:dateTime representation.,Date Parsing,Function,Builder,Strategy,595,1814,119
exist-core/src/main/java/org/exist/xquery/functions/fn/FunId.java,org.exist.xquery.functions.fn.FunId,e6fe98dc65a6a243ea2e1441aa5b2e20b99c905fb6e7b1003446f5b6e895d21d,"This class implements a function that retrieves nodes based on their ID, supporting searches within a specific document context or across all available documents.",ID lookup,Function,Expression,,508,1008,94
exist-core/src/main/java/org/exist/xquery/functions/fn/FunLang.java,org.exist.xquery.functions.fn.FunLang,e55dc6472389d1bb4054fd35d3a320e2b911134b7ceb4a8aceb3aea17d0a01e2,"This class implements the built-in XQuery `lang` function, which tests if a given language tag matches the language of a node or the context item, considering language subtag rules.",Language testing,Interpreter,Strategy,,679,1201,106
exist-core/src/main/java/org/exist/xquery/functions/fn/FunDefaultCollation.java,org.exist.xquery.functions.fn.FunDefaultCollation,cafaf997481de079b0d57ef0dfe61796cabec17a07067213b0e79b9584538502,"This class provides a built-in function that returns the default collation of the current context, typically used for string comparisons in XPath expressions.",Default collation,Strategy,Function Object,,507,582,96
exist-core/src/main/java/org/exist/xquery/functions/fn/FunPosition.java,org.exist.xquery.functions.fn.FunPosition,e1b595c7efd9aada60ebb48df8f75c33876acaebb22186523a6fb722f532a0bd,This class provides a function to retrieve the current position within a sequence as defined by the XPath `position()` function. It is designed to work within an XQuery execution context and will raise an error if the context position is not defined.,Position retrieval,Built-in Function,Contextual Evaluation,,760,620,120
exist-core/src/main/java/org/exist/xquery/functions/fn/FunNamespaceURIForPrefix.java,org.exist.xquery.functions.fn.FunNamespaceURIForPrefix,335ad099fe1d0d1a22d3442bd14c0a816f83394f08771fa88b0fede6a12464e5,"This function retrieves the namespace URI for a given element based on its namespace prefix. It handles cases for explicit prefixes, the default namespace (empty prefix), and returns an empty sequence if no matching namespace is found.",Namespace resolution,Function Object,Strategy,,716,768,111
exist-core/src/main/java/org/exist/xquery/functions/fn/FunNot.java,org.exist.xquery.functions.fn.FunNot,d9b69938d1a44b406e34b4ab4ad6824cd731a21546424c2175821f9512a05c36,"This class implements the XPath 'not()' function, which returns the negation of the effective boolean value of its input argument.",Boolean negation,Function,Strategy,,486,901,92
exist-core/src/main/java/org/exist/xquery/functions/fn/FunAvg.java,org.exist.xquery.functions.fn.FunAvg,f836d75cc3cc28d122be22852925dafc0c960589975fd3cf7411da467604745f,"This class calculates the average of a sequence of numeric values, handling various data types and potential special numeric values like infinity and NaN.",Average calculation,Function,Strategy,,627,729,94
